,0
0,0.5333333333333333
1,0.5257411689127429
2,0.6250092773524042
3,0.6314712720480807
4,0.6546145584974821
5,0.6779068649839454
6,0.7137156912088953
7,0.7383520323852366
8,0.7553873866275046
9,0.7605461556034955
