,0
0,0.5333333333333333
1,0.534764266106568
2,0.5703092358580868
3,0.6013216531783862
4,0.6293452990481868
5,0.6513584665870069
6,0.6735937298827668
7,0.700394366784552
8,0.7220047578894079
9,0.7397089294926726
