,0
0,0.4666666666666667
1,0.49319281419990596
2,0.5401950065725762
3,0.5817024377484792
4,0.6151835758806175
5,0.6420712770401092
6,0.678029310283455
7,0.6991532846168244
8,0.715741158580825
9,0.7320687943919193
